分類,分類標題,字號,日期,摘要,關鍵詞,來源檔名
6-3,都市計畫土地使用分區為「部分其他使用分區或用地、部分農業區或保護區」土地，申請農業用地作農業使用證明書核發事宜案,字第0930151979號函,93年11月2日,查農業發展條例第3條第10款明定「農業用地：指非都市土地或都市土地農業區、保護區範圍內，依法供下列使用之土地：……（二）供與農業經營不可分離之農舍、畜禽舍、倉儲設備、曬場、集貨場、農路、灌溉、排水及其他農用之土地……」該款係以土地使用之功能及性質作為「農業用地」之定義。又前開「供與農業經營不可分離之灌溉、排水」之土地於區域計畫法規係編定為「水利用地」。因此，前開條例施行細則第二條第一項明定該款條文所稱依法編定農業用地之法律依據及範圍，即包括為供農業灌溉、排水使用之「水利用地」，合先敘明。綜上，旨揭水利用地仍應作「供與農業經營不可分離之灌溉、排水」使用，亦即農田水利設施使用，始符合農業使用之認定,農業用地、供與農業經營不可分離之灌溉、排水、水利用地、查農業發展條例第3條第10款明定、指非都市土地或都市土地農業區、保護區範圍內、依法供下列使用之土地、供與農業經營不可分離之農舍、畜禽舍,農業使用證明函釋part17.docx
6-3,都市計畫土地使用分區為「部分其他使用分區或用地、部分農業區或保護區」土地，申請農業用地作農業使用證明書核發事宜案,字第0920128617號函,92年5月27日,一、查農業發展條例第3條第10款「農業用地：指非都市土地或都市土地農業區、保護區範圍內，依法供下列使用之土地：……（二）供與農業經營不可分離之農舍、……『灌溉、排水』及其他農用之土地……」前開「灌溉、排水」係屬與農業經營不可分離之設施，其於非都市土地均編定為水利用地，故依區域計畫法劃定為各種使用分區內編定之水利用地，必須符合農業用地作農業使用認定及核發證明辦法第6條所規範之農田水利設施，始符合農業使用認定基準。準此，水利用地作堤防及防汛設施使用並不符合前開認定基準，不宜核發農業用地作農業使用證明書。二、另所稱農業用地作農業使用證明書之申請人是否為權利人或已依法解散之私法人（原所有權人）乙節，查,灌溉、排水、查農業發展條例第3條第10款、農業用地、指非都市土地或都市土地農業區、保護區範圍內、依法供下列使用之土地、供與農業經營不可分離之農舍、及其他農用之土地、前開,農業使用證明函釋part17.docx
6-3,都市計畫土地使用分區為「部分其他使用分區或用地、部分農業區或保護區」土地，申請農業用地作農業使用證明書核發事宜案,字第0970106285號函,97年2月4日,一、查農業發展條例第3條第10款有關農業用地之定義「指非都市土地或都市土地農業區、保護區範圍內，依法供下列使用之土地：...（二）供與農業經營不可分離之農舍...『灌溉、排水』及其他農用之土地...」該款係以土地使用之功能及性質作為「農業用地」之定義。又前開「供與農業經營不可分離之灌溉、排水」之土地於區域計畫法規係編定為「水利用地」，故前開條例施行細則第2條有關農業用地之法律依據及範圍，即包括依區域計畫法劃定為各種使用分區之水利用地。因此，水利用地應作「供與農業經營不可分離之灌溉、排水」使用，始符合農業使用之認定。二、另依都市計畫法台灣省施行細則第14條之規定，都市計畫範圍內之土地只有劃定使用,排水、供與農業經營不可分離之灌溉、因此、使用、仍作農業使用、查農業發展條例第3條第10款有關農業用地之定義、指非都市土地或都市土地農業區、保護區範圍內、依法供下列使用之土地、供與農業經營不可分離之農舍,農業使用證明函釋part17.docx
6-3,都市計畫土地使用分區為「部分其他使用分區或用地、部分農業區或保護區」土地，申請農業用地作農業使用證明書核發事宜案,字第0940122771號函,94年5月6日,一、查原為農業用地經都市計畫變更為行水區、河川區或洪水平原一級管制區之土地，在未依水利法徵收前，如經查明仍作農業使用且未違反水利法規及都市計畫管制規定者，適用農業發展條例第37條及第38條之規定，得申請不課徵土地增值稅或免徵遺產稅、贈與稅案，前經本會報奉行政院核定，並函釋在案。二、本案土地原由都市計畫農業區變更為都市計畫河川區，其種植果樹等高莖作物不符合河川區之管制規定，惟倘經查明該等果樹係於都市計畫農業區時即已種植者，得依都市計畫法第31條規定，「都市計畫發布實施後，不合分區使用規定之土地及建築物，除經自行停止使用兩年或經目的事業主管機關令其停止使用者外，得繼續為原有之使用....。」辦理。,在未依水利法徵收前、得申請不課徵土地增值稅或免徵遺產稅、贈與稅、查原為農業用地經都市計畫變更為行水區、河川區或洪水平原一級管制區之土地、如經查明仍作農業使用且未違反水利法規及都市計畫管制規定者、適用農業發展條例第37條及第38條之規定、贈與稅案、前經本會報奉行政院核定、並函釋在案,農業使用證明函釋part17.docx
6-5,林業用地作農業使用及森林使用認定相關事宜案,字第1100723164號函,110年11月2日,查農業用地應符合作農業使用之認定基準，始得核發農業用地作農業使用證明書。依農業發展條例第3條第12款前段規定：「農業使用：指農業用地依法實際供農作、森林、養殖、畜牧、保育及設置相關之農業設施或農舍等使用者。」所稱「依法」為依區域計畫法等土地使用管制規定，復依非都市土地使用管制規則第6條附表1，農牧用地容許作「造林使用」，本會多次函釋須符合本會林務局所規定之樹種，且經完成造林、造林木已達3年生以上、成活率在70%以上等，始屬經濟性之農業生產活動，先予敘明。查本會103年10月21日農企字第1030236436號函所稱「．．．另倘未完成造林，但天然林木覆蓋良好，可視同完成造林」仍係以符合前開造林之,查農業用地應符合作農業使用之認定基準、始得核發農業用地作農業使用證明書、依農業發展條例第3條第12款前段規定、農業使用、指農業用地依法實際供農作、森林、養殖、畜牧、保育及設置相關之農業設施或農舍等使用者、所稱,農業使用證明函釋part18.docx
6-5,林業用地作農業使用及森林使用認定相關事宜案,字第1070200312號函,107年1月8日,有關農業用地種植植物如何區分「農作使用」或「林業使用」一節，查林業使用需視其林業經營方式判斷，例如，倘以斷根移植作景觀造園，或採矮化、嫁接、淨耕、使用農藥等非屬林業經營方式，則尚難認定作林業使用，合先敘明。至林業用地作林業使用亦應符合前開判斷標準，並參酌「國有林事業區租地造林樹種表」及「獎勵造林樹種及每公頃栽植株樹基準表」之規定，種植密度為平均每公頃約需栽植1500株，且經完成造林者、造林木已達3年生以上、成活率在70%以上者，始符合森林使用。是以，貴府來函所詢林業用地上種植文旦果樹得否認定為林業使用一節，仍請依上開說明予以審認之。,有關農業用地種植植物如何區分、農作使用、林業使用、一節、查林業使用需視其林業經營方式判斷、例如、倘以斷根移植作景觀造園、或採矮化、嫁接、淨耕,農業使用證明函釋part18.docx
6-5,林業用地作農業使用及森林使用認定相關事宜案,字第0980153812號函,98年9月1日,一、依據區域計畫法施行細則第15條第1項第6款之規定，「林業用地：供營林及其設施使用者。」又非都市土地使用管制規則第6條明定「非都市土地經劃定土地使用分區並編定使用地類別，應依其容許使用項目及許可使用細目使用。」且該管制規則附表有關「林業用地」之容許使用項目及許可使用細目，並未包括來函所稱之農作、養殖、畜牧等使用。森林法亦有明文規範，林業用地不得供其他用途使用。換言之，林業用地作農作、養殖、畜牧等使用係屬違規使用之行為。二、另農業發展條例有關「農業」之定義，包括農、林、漁、牧等產業；所稱「農業用地」亦包括供該農、林、漁、牧產業發展所需之農牧用地、林業用地、養殖用地...。又有關「農業使用」之定,林業用地、養殖、之定義、所稱、依法、０００水黃皮二、０００苦楝二、０００白千層二、０００相思樹類二、０００海芒果二,農業使用證明函釋part18.docx
6-5,林業用地作農業使用及森林使用認定相關事宜案,字第0990172733號函,99年12月2日,（釋本會91年3月7日農企字第0910110875號函援引林務局89年11月22日89林政字第891622926號函意旨）一、有關農業用地依法實際供森林使用之認定，本會旨揭函業已釋明。惟倘若農業用地上有「天然草地（或雜草）覆蓋良好」之情形，如該天然草地（或雜草）係受森林生態演替或森林生長界線等而形成之自然地景（諸如八通關與合歡山之草原、大霸尖山之草地等生態系）；或崩塌地演替初期自生草地等，係為維護生態環境而不作人為干擾，非因土地所有人未予造林或疏於經營管理致生雜草者，得視為保育使用，亦屬農業使用之一種。二、又農業用地上如種植牧草以飼養禽畜或種植草皮販賣供園藝使用，仍屬畜牧或農作使用之範疇；惟如,或雜草、釋本會91年3月7日農企字第0910110875號函援引林務局89年11月22日89林政字第891622926號函意旨、有關農業用地依法實際供森林使用之認定、本會旨揭函業已釋明、惟倘若農業用地上有、天然草地、覆蓋良好、之情形、如該天然草地、係受森林生態演替或森林生長界線等而形成之自然地景,農業使用證明函釋part18.docx
6-5,林業用地作農業使用及森林使用認定相關事宜案,字第0910110875號函,91年3月7日,一、依據非都市土地使用管制規則之規定，農牧用地容許作林業使用；又依據內政部營建署前函略以：「按都市計畫法台灣省施行細則第二十九條規定，農業區之劃定係為保持農業生產，而該條文並未就農業生產之範圍加以限制。是以如符合貴管相關法令，且都市計畫書亦未有禁止之規定，農業區應可供農、林、漁、牧業作為生產使用。」另依據本會林務局八十九年十一月二十二日八十九林政字第八九一六二二九二六號函釋略以：「有關林業用地地上所植林木樹種符合本局所規定之樹種，且經完成造林、造林木已達三年生以上、成活率在百分之七十以上者，不論是否兼植一般農作物或果樹，本局認為符合農業發展條例第三條第一項第十二款所稱之森林之使用，：：：：茲再,有關林業用地地上所植林木樹種符合本局所規定之樹種、且經完成造林、不論是否兼植一般農作物或果樹、茲再補充說明如未完成造林、可視同完成造林、造林木已達3年生以上、成活率在70、以上者、鈞會在案、依據非都市土地使用管制規則之規定,農業使用證明函釋part18.docx
6-5,林業用地作農業使用及森林使用認定相關事宜案,字第0960010544號函,96年5月1日,一、有關來函所稱「依據本會93年9月10日農企字第0930142989號函釋『申請按土地稅法89年修正生效當期公告土地現值為原地價課徵土地增值稅疑義案』...」一節，查該函原為配合土地稅法第39條之2第4項所定調高原地價之認定，惟經查財政部對該項法律之執行另有函釋規定，並無須農業單位出具證明文件，故本會前開函釋應停止適用，合先敘明。二、查本會林務局前開函（96年4月23日林企字第0961710357號）略以：「本案位於山坡地保育區國土保安用地，是否符合農業使用之『保育使用』，首先應查明是否為保安林地，如為保安林，應檢視是否符合『保安林施業方法』之各類保安林施業規定，包括造林樹種及其林相狀況。如,略以、有關來函所稱、依據本會93年9月10日農企字第0930142989號函釋、申請按土地稅法89年修正生效當期公告土地現值為原地價課徵土地增值稅疑義案、一節、查該函原為配合土地稅法第39條之2第4項所定調高原地價之認定、惟經查財政部對該項法律之執行另有函釋規定、並無須農業單位出具證明文件、故本會前開函釋應停止適用、合先敘明,農業使用證明函釋part18.docx
6-7,河川區作農業使用相關事宜,,,6-7 釋河川區作農業使用相關事宜(102年11月13日農企字第1020732607號函)查水利法第78條之1及河川管理辦法等法令規定，針對河川區域範圍之使用行為另有管制規定，爰本案河川區農牧用地種植果樹是否符合河川區域種植規定，貴府倘有疑慮，為避免影響農用證明之核發效力，擬會請該筆土地所轄河川管理機關表示意見，再據以審認是否符合作農業使用之認定基準，自得斟酌個案實情為之。7.農業用發展條例第38條之,釋河川區作農業使用相關事宜、102年11月13日農企字第1020732607號函、查水利法第78條之1及河川管理辦法等法令規定、針對河川區域範圍之使用行為另有管制規定、爰本案河川區農牧用地種植果樹是否符合河川區域種植規定、貴府倘有疑慮、為避免影響農用證明之核發效力、擬會請該筆土地所轄河川管理機關表示意見、再據以審認是否符合作農業使用之認定基準、自得斟酌個案實情為之,農業使用證明函釋part18.docx
17-1,農業發展條例第38條之1「原為農業用地」案,字第1000102264號函,100年1月20日,一、查農業發展條例第38條之1係由農業發展條例施行細則第14條之1移列，其立法目的係因財政部歷次函釋，有關前開細則第14條之1之執行，需以民國72年8月3日後變更為非農業用地者始得適用，故第1項前段明定「不論其何時變更」使72年8月3日前即已變更為非農業用地者亦得適用，合先敘明。二、有關旨揭條文所定「不論其何時變更」既有其原訂定之特定目的一如前述，不宜另再推論其他適用意涵。來函舉稱農牧用地經變更為丙種建築用地後再劃入都市計畫之非農業用地，是否有該條文之適用一節，因該劃入為都市計畫之非農業用地前，為非都市丙種建築用地，並非農業用地，故無該條之適用。三、另有關許○○君原地目土地經劃為都市計畫公園綠,不論其何時變更、查農業發展條例第38條之1係由農業發展條例施行細則第14條之1移列、其立法目的係因財政部歷次函釋、有關前開細則第14條之1之執行、需以民國72年8月3日後變更為非農業用地者始得適用、故第1項前段明定、使72年8月3日前即已變更為非農業用地者亦得適用、合先敘明、有關旨揭條文所定、既有其原訂定之特定目的一如前述,農業使用證明函釋part18.docx
7-2,農業發展條例第38條之1之執行,字第1010703813號函,101年3月15日,查為執行農業發展條例第38條之1規定，審核發給「農業發展條例第38條之1土地作農業使用證明書」，本會於99年12月29日以農企字第0990011270號函各直轄市及縣（市）政府略以：「農業主管機關應就是否屬農業用地變更，以及參照農業用地作農業使用認定及核發證明辦法與本會相關函釋規定審認是否符合作農業使用，並據以核發該土地作農業使用證明書」。爰此，土地如欲申請該證明書者，應由農業主管機關參照「農業用地作農業使用認定及核發證明辦法」及本會函釋，依個案事實審認其現況是否符合作農業使用。至涉及辦理前開證明書核發之行政業務權限下授問題，依法務部94年1月14日法律字第0930053730號函釋，縣政府如,農業用地作農業使用認定及核發證明辦法、查為執行農業發展條例第38條之1規定、審核發給、農業發展條例第38條之1土地作農業使用證明書、本會於99年12月29日以農企字第0990011270號函各直轄市及縣、政府略以、農業主管機關應就是否屬農業用地變更、以及參照農業用地作農業使用認定及核發證明辦法與本會相關函釋規定審認是否符合作農業使用、並據以核發該土地作農業使用證明書、爰此,農業使用證明函釋part18.docx
7-2,農業發展條例第38條之1之執行,字第0990011270號函,99年12月29日,一、有關立法院咨請 總統公布增訂農業發展條例第38條之1條文案，業奉 總統99年12月8日華總一義字第09900331471號令公布施行。鑒於該條所規範土地業經法律變更為非農業用地，倘核發農業用地作農業使用證明書，恐名實不符，故該條文明定「...取得農業主管機關核發該土地作農業使用證明書...」，爰特訂定農業發展條例第38條之1土地作農業使用之相關書表，包括申請書、會勘紀錄表、審查表及證明書等（格式如附件一），以有別於農業用地作農業使用證明書。二、有關都市計畫土地，除農業區與保護區仍屬農業用地之範圍，得申請核發農業用地作農業使用證明書外，其他各種使用分區或用地，包括本會90年10月8日（90）,農業發展條例第38條之1土地作農業使用證明書、有關立法院咨請、總統公布增訂農業發展條例第38條之1條文案、業奉、總統99年12月8日華總一義字第09900331471號令公布施行、鑒於該條所規範土地業經法律變更為非農業用地、倘核發農業用地作農業使用證明書、恐名實不符、故該條文明定、取得農業主管機關核發該土地作農業使用證明書,農業使用證明函釋part18.docx
7-2,農業發展條例第38條之1之執行,字第0990011268號函,99年12月17日,有關立法院咨請總統公布增訂農業發展條例第38條之1部分條文案，業奉總統99年12月8日華總一義字第09900331471號令公布，請 查照。第三十八條之一 農業用地經依法律變更為非農業用地，不論其何時變更，經都市計畫主管機關認定符合下列各款情形之一，並取得農業主管機關核發該土地作農業使用證明書者，得分別檢具由都市計畫及農業主管機關所出具文件，向稅捐主管機關申請適用第三十七條第一項、第三十八條第一項或第二項規定，不課徵土地增值稅或免徵遺產稅、贈與稅或田賦：一、依法應完成之細部計畫尚未完成，未能准許依變更後計畫用途使用者。二、已發布細部計畫地區，都市計畫書規定應實施市地重劃或區段徵收，於公告實施市,不論其何時變更、有關立法院咨請總統公布增訂農業發展條例第38條之1部分條文案、業奉總統99年12月8日華總一義字第09900331471號令公布、查照、第三十八條之一、農業用地經依法律變更為非農業用地、經都市計畫主管機關認定符合下列各款情形之一、並取得農業主管機關核發該土地作農業使用證明書者、得分別檢具由都市計畫及農業主管機關所出具文件、向稅捐主管機關申請適用第三十七條第一項,農業使用證明函釋part18.docx
7-3,農業發展條例第38條之1第2項規定「都市計畫實施進度及地區發展趨勢等情況」認定疑義案,,,7-3 釋農業發展條例第38條之1第2項規定「都市計畫實施進度及地區發展趨勢等情況」認定疑義案(100年8月2日 農企字第1000147022號函)查為執行農業發展條例第38條之1規定，俾審認核給「農業發展條例第38條之1土地作農業使用證明書」，本會前於99年12月29日以農企字第0990011270號函各直轄市、縣（市）政府說明相關審認作業有案，合先敘明。有關前開條文第2項規定，源於修法時，由財政部建議增訂，故如何認定一節，經本會前函請財政部釋示，財政部於100年6月29日以台財稅字第10000240860號函答覆略以：「...其立法意旨係考量增訂該條第1項之規定將影響地方財稅收入，爰賦予地,釋農業發展條例第38條之1第2項規定、都市計畫實施進度及地區發展趨勢等情況、認定疑義案、100年8月2日、農企字第1000147022號函、查為執行農業發展條例第38條之1規定、俾審認核給、農業發展條例第38條之1土地作農業使用證明書、本會前於99年12月29日以農企字第0990011270號函各直轄市、政府說明相關審認作業有案,農業使用證明函釋part19.docx
7-4,農業發展條例第38條之1規定所稱「不論其何時變更」及「所出具文件」認定疑義案,,,7-4 釋農業發展條例第38條之1規定所稱「不論其何時變更」及「所出具文件」認定疑義案(102年10月29日農企字第1020236497號函)農業發展條例於99年增訂第38條之1(以下簡稱本條)，其主要內容係參依同條例施行細則第14條之1，以提升其法令位階，並為實務執行需要修正相關內容。本條規定略以：「農業用地經依法律變更為非農業用地，不論其何時變更，經都市計畫主管機關認定符合下列各款情形之一，並取得農業主管機關核發該土地作農業使用證明書者，得分別檢具由都市計畫及農業主管機關所出具文件，向稅捐主管機關申請適用第三十七條第一項、第三十八條第一項或第二項規定，不課徵土地增值稅或免徵遺產稅、贈與稅或,不論其何時變更、釋農業發展條例第38條之1規定所稱、所出具文件、認定疑義案、102年10月29日農企字第1020236497號函、農業發展條例於99年增訂第38條之1、以下簡稱本條、其主要內容係參依同條例施行細則第14條之1、以提升其法令位階、並為實務執行需要修正相關內容,農業使用證明函釋part19.docx
7-5,原為農業用地經都市計畫變更為河川區土地，未依法徵收前，得否核發農業發展條例第38條之1土地作農業使用證明書案,,,7-5 釋原為農業用地經都市計畫變更為河川區土地，未依法徵收前，得否核發農業發展條例第38條之1土地作農業使用證明書案(100年8月10日農企字第1000149638號函)農業發展條例第38條之1規定：「農業用地經依法律變更為非農業用地，『不論其何時變更』，經都市計畫主管機關認定符合下列各款情形之一，並取得農業主管機關核發該土地作農業使用證明書者，得分別檢具由都市計畫及農業主管機關所出具文件，向稅捐主管機關申請適用第37條第1項、第38條第1項或第2項規定，不課徵土地增值稅或免徵遺產稅、贈與稅或田賦...。」而為利審認核給上開農業使用證明書，本會亦於99年12月29日以農企字第09900112,釋原為農業用地經都市計畫變更為河川區土地、未依法徵收前、得否核發農業發展條例第38條之1土地作農業使用證明書案、100年8月10日農企字第1000149638號函、農業發展條例第38條之1規定、農業用地經依法律變更為非農業用地、不論其何時變更、經都市計畫主管機關認定符合下列各款情形之一、並取得農業主管機關核發該土地作農業使用證明書者、得分別檢具由都市計畫及農業主管機關所出具文件,農業使用證明函釋part19.docx
7-6,農業發展條例第38條之1土地審查疑義,,,7-6 釋農業發展條例第38條之1土地審查疑義(102年05月27日農企字第1020214592號函)查農業發展條例第38條之1(以下稱本條文)規定：「農業用地經依法律變更為非農業用地，不論其何時變更，經都市計畫主管機關認定符合下列情形之一．．．，不課徵土地增值稅或免徵遺產稅、贈與稅或田賦．．．」係考量因都市計畫而變更為非農業用地，須經都市計畫主要計畫及細部計畫發布程序，且尚須指定開發方式，始得建築使用，爰對該等仍維持作農業使用且符合相關要件者，於移轉時得依本條文規定申請賦稅減免優惠。又上開規定所稱「農業用地」係指依法律變更為非農業用地「當時」之法律規定，係屬農業用地範疇而言；換言之，土地於都,釋農業發展條例第38條之1土地審查疑義、102年05月27日農企字第1020214592號函、查農業發展條例第38條之1、以下稱本條文、規定、農業用地經依法律變更為非農業用地、不論其何時變更、經都市計畫主管機關認定符合下列情形之一、不課徵土地增值稅或免徵遺產稅、贈與稅或田賦,農業使用證明函釋part19.docx
7-9,農業發展條例第38條之1土地作農業使用證明書規費收取,,,7-9 釋農業發展條例第38條之1土地作農業使用證明書規費收取(101年5月7日農企字第1010108205號函)旨揭證明書之審查規費得否參照本會「農業主管機關受理申請許可案件及核發證明文件收費標準」所定農業用地作農業使用證明書之計算基準收取之疑義，經本會函請財政部釋示並以首揭號函答復略以：「…由於該證明書亦係作為申請適用同條例第37條、第38條免稅之用，應可適用『農業主管機關受理申請許可案件及核發證明文件收費標準』有關規定…。」。綜上，有關旨揭證明書之規費及收取標準，惠請依「農業主管機關受理申請許可案件及核發證明文件收費標準」規定辦理。,農業主管機關受理申請許可案件及核發證明文件收費標準、釋農業發展條例第38條之1土地作農業使用證明書規費收取、101年5月7日農企字第1010108205號函、旨揭證明書之審查規費得否參照本會、所定農業用地作農業使用證明書之計算基準收取之疑義、經本會函請財政部釋示並以首揭號函答復略以、由於該證明書亦係作為申請適用同條例第37條、第38條免稅之用、應可適用、有關規定,農業使用證明函釋part19.docx
7-10,農業發展條例第38條之1土地作農業使用證明書申請人資格案,,,7-10 釋農業發展條例第38條之1土地作農業使用證明書申請人資格案(102年7月4日農企字第1020220809號函)查為執行農業發展條例第38條之1規定，本會前於99年12月29日以農企字第0990011270號函說明相關審認事宜，略以：農業主管機關應就是否屬農業用地變更，以及參照農業用地作農業使用認定及核發證明辦法與本會函釋規定審認是否符合作農業使用，據以核發農業發展條例第38條之1土地作農業使用證明書。爰依上開審查原則，有關申請核發旨揭證明書相關事宜，包含申請人資格等，仍宜參依上開辦法規定及相關函釋說明辦理。,10、釋農業發展條例第38條之1土地作農業使用證明書申請人資格案、102年7月4日農企字第1020220809號函、查為執行農業發展條例第38條之1規定、本會前於99年12月29日以農企字第0990011270號函說明相關審認事宜、略以、農業主管機關應就是否屬農業用地變更、以及參照農業用地作農業使用認定及核發證明辦法與本會函釋規定審認是否符合作農業使用、據以核發農業發展條例第38條之1土地作農業使用證明書、爰依上開審查原則,農業使用證明函釋part19.docx
1-1,申請人資格案1-2 釋收取規費案1-3 釋以申請時之土地登記簿所載地號範圍查核作農業使用案1-4 釋以多筆共有耕地申請，仍應逐筆審核各筆耕地案1-5 釋實地勘查暨到場指界案1-6 釋相關單位參與審核機制案1-7 釋不可抗力事由案1-8 釋從來使用相關事宜案1-9 釋農業用地作農業使用證明書之使用期限案1-10 釋補加發證明書事宜案1-11 釋法拍案件申請核發農業用地作農業使用證明書事宜案1-12 釋繼承案件申請時間認定案1-13 釋農業用地申請農業用地作農業使用證明涉及填土事宜案1-14 釋農業用地違反土地使用管制規定，經依法函送司法機關偵辦尚未結案前，農地已恢復原狀，得核發農業用地作農業使用證明書案1-15 釋依土地稅法申請地價稅改課田賦，無須核發農業用地作農用使用證明書案1-16 釋公地放領土地，無須申請核發農業用地作農業使用證明書案1-17 釋已核發共有農業用地作農業使用證明書，他共有人如有必要應另行申請案1-18 釋違規使用應回復至無違規使用之原狀並作農業使用案1-19 農業用地申請農業用地作農業使用證明書，無需檢附租賃契約及讓售同意書案1-20 釋申請農業用地作農業使用證明書，無需檢附養殖漁業登記證或畜牧場登記證案1-21 釋農業用地作農業使用證明書核發後之撤銷或廢止案1-22 釋農業用地部分面積使用有不影響供農業使用者，得認定作農業使用,,,1-1 釋申請人資格案1-2 釋收取規費案1-3 釋以申請時之土地登記簿所載地號範圍查核作農業使用案1-4 釋以多筆共有耕地申請，仍應逐筆審核各筆耕地案1-5 釋實地勘查暨到場指界案1-6 釋相關單位參與審核機制案1-7 釋不可抗力事由案1-8 釋從來使用相關事宜案1-9 釋農業用地作農業使用證明書之使用期限案1-10 釋補加發證明書事宜案1-11 釋法拍案件申請核發農業用地作農業使用證明書事宜案1-12 釋繼承案件申請時間認定案1-13 釋農業用地申請農業用地作農業使用證明涉及填土事宜案1-14 釋農業用地違反土地使用管制規定，經依法函送司法機關偵辦尚未結案前，農地已恢復原狀，得核發農業用地,釋申請人資格案1、釋收取規費案1、釋以申請時之土地登記簿所載地號範圍查核作農業使用案1、釋以多筆共有耕地申請、仍應逐筆審核各筆耕地案1、釋實地勘查暨到場指界案1、釋相關單位參與審核機制案1、釋不可抗力事由案1、釋從來使用相關事宜案1、釋農業用地作農業使用證明書之使用期限案1,農業使用證明函釋part1.docx
1-23,農業用地作農業使用證明書申請核發用途1-24 釋通知申請人限期補正案1-25 釋申請案應檢附之身分證明文件等資料2.共有農業用地2-1 釋共有人申請其持分部分之農業用地作農業使用證明書案2-2 釋共有農業用地申請農業用地作農業使用證明書應檢附分管契約書或其他文件案3.設施型態3-1 釋農業用地上建有農業設施3-2 釋經核定休閒農業區範圍內之休閒農業設施，符合作農業使用之認定案3-3 釋農田水利會施設之農田水利灌、排水設施，係屬農業設施案3-4 釋與農業經營不可分離供農路使用案3-5 釋農業用地上存有10平方公尺以下之土地公廟案3-6 釋農業用地上建有墳墓案3-7 釋水土保持相關使用案3-8 釋再生能源相關設施非屬農業使用案4.農舍相關事宜4-1 釋為農業用地上有興建中農舍案4-2 釋農業用地上建有集村農舍之審認案4-3 釋農業發展條例89年1月26日修正施行前，以多筆農地合併興建農舍相關事宜案4-4 釋因法令限制而退縮興建農舍者，其農舍前面至計畫道路境界線之間，所鋪設柏油或水泥地面，應視為農舍附屬設施，准予認定為作農業使用案4-5 釋農業設施供釀酒等營利事業登記或農舍供家庭理髮、民宿使用，不符合作農業使用之認定案5.其他使用情形之審核5-1 釋土地鋪設有水泥地面，覆土後種植果樹得否認定為作農業使用案5-2 釋農業用地作假山、造景及水池等使用案5-3 釋「現場無堆置與農業經營無關或妨礙耕作之障礙物」案5-4 釋農業用地存有水泥固定物,,,1-23 釋農業用地作農業使用證明書申請核發用途1-24 釋通知申請人限期補正案1-25 釋申請案應檢附之身分證明文件等資料2.共有農業用地2-1 釋共有人申請其持分部分之農業用地作農業使用證明書案2-2 釋共有農業用地申請農業用地作農業使用證明書應檢附分管契約書或其他文件案3.設施型態3-1 釋農業用地上建有農業設施3-2 釋經核定休閒農業區範圍內之休閒農業設施，符合作農業使用之認定案3-3 釋農田水利會施設之農田水利灌、排水設施，係屬農業設施案3-4 釋與農業經營不可分離供農路使用案3-5 釋農業用地上存有10平方公尺以下之土地公廟案3-6 釋農業用地上建有墳墓案3-7 釋水土保持相關使用,23、釋農業用地作農業使用證明書申請核發用途1、24、釋通知申請人限期補正案1、25、釋申請案應檢附之身分證明文件等資料2、共有農業用地2、釋共有人申請其持分部分之農業用地作農業使用證明書案2、釋共有農業用地申請農業用地作農業使用證明書應檢附分管契約書或其他文件案3、設施型態3,農業使用證明函釋part1.docx
5-5,依非都市土地使用管制規則第6條規定申請私設通路使用與農業用地作農業使用證明書關係案6.用地類別之審核6-1 釋都市計畫農業區作農業使用相關事宜案6-2 釋都市計畫保護區作農業使用相關事宜案6-3 釋都市計畫土地使用分區為「部分其他使用分區或用地、部分農業區或保護區」土地，申請農業用地作農業使用證明書核發事宜案6-4 釋水利用地作農業使用相關事宜案6-5 釋林業用地作農業使用及森林使用認定相關事宜案6-6 釋國土保安用地作農業使用及保育使用相關事宜案6-7 釋河川區作農業使用相關事宜7.農業用發展條例第38條之17-1 釋農業發展條例第38條之1「原為農業用地」案7-2 釋農業發展條例第38條之1之執行7-3 釋農業發展條例第38條之1第2項規定「都市計畫實施進度及地區發展趨勢等情況」認定疑義案7-4 釋農業發展條例第38條之1規定所稱「不論其何時變更」及「所出具文件」認定疑義案7-5 釋原為農業用地經都市計畫變更為河川區土地，未依法徵收前，得否核發農業發展條例第38條之1土地作農業使用證明書案7-6 釋農業發展條例第38條之1土地審查疑義7-7 內政部說明都市計畫主管機關依農業發展條例第38條之1規定審核發給證明文件疑義案7-8 財政部釋農業發展條例第38條之1土地申請適用賦稅減免優惠，涉及都市計畫歷次變更之審認原則7-9 釋農業發展條例第38條之1土地作農業使用證明書規費收取7-10 釋農業發展條例第38條之1土地作農業使用證明書申請人資格案1.主要原則1-1 釋申請人資格案,字第1000168891號函,100年11月2日,查農業用地作農業使用認定及核發證明辦法第11條第3項規定：「申請人非土地所有權人時，應通知土地所有權人到場。」換言之，農業用地作農業使用證明書之申請核發，並未限制申請人應為土地所有權人，其他權利關係人或代理人均得依規定申請。,查農業用地作農業使用認定及核發證明辦法第11條第3項規定、申請人非土地所有權人時、應通知土地所有權人到場、換言之、農業用地作農業使用證明書之申請核發、並未限制申請人應為土地所有權人、其他權利關係人或代理人均得依規定申請,農業使用證明函釋part1.docx
